Site_ID,z,area_m,volume_m3
TA-SW,0.96,1141,1637.8784440612803
TA-SW,0.97,1152,1670.5810703659045
TA-SW,0.98,1164,1705.574351997376
TA-SW,0.99,1179,1746.8207501983625
TA-SW,1,1191,1782.5418891906738
TA-SW,1.01,1199,1810.5767481231708
TA-SW,1.02,1211,1846.9898345184322
TA-SW,1.03,1227,1891.9943891143812
TA-SW,1.04,1234,1918.7986892318715
TA-SW,1.05,1243,1949.9960979461678
TA-SW,1.06,1247,1970.8823226165755
TA-SW,1.07,1256,2002.555979652405
TA-SW,1.08,1260,2023.73086338043
TA-SW,1.09,1265,2047.2092224121093
TA-SW,1.1,1267,2064.2487194061296
TA-SW,1.11,1268,2079.137614707946
TA-SW,1.12,1269,2094.054549484254
TA-SW,1.1300000000000001,1270,2108.995922660826
TA-SW,1.1400000000000001,1272,2126.247820930482
TA-SW,1.1500000000000001,1272,2138.9678209304793
TA-SW,1.16,1272,2151.687820930481
TA-SW,1.17,1272,2164.407820930483
TA-SW,1.18,1272,2177.1278209304805
TA-SW,1.19,1272,2189.8478209304826
TA-SW,1.2,1272,2202.56782093048
TA-SW,1.21,1272,2215.287820930482
TA-SW,1.22,1272,2228.0078209304793
TA-SW,1.23,1272,2240.7278209304814
TA-SW,1.24,1272,2253.447820930479
TA-SW,1.25,1272,2266.167820930481
DB-SW,0,1,0
DB-SW,0.01,4,0.0545645141601554
DB-SW,0.02,7,0.19784606933593452
DB-SW,0.03,11,0.48548515319823515
DB-SW,0.04,14,0.8261142349243045
DB-SW,0.05,17,1.2539459228515746
DB-SW,0.06,19,1.6499563598632907
DB-SW,0.07,21,2.1080577087402403
DB-SW,0.08,23,2.630476799011232
DB-SW,0.09,27,3.55132358551025
DB-SW,0.1,31,4.608610725402821
DB-SW,0.11,34,5.559467544555645
DB-SW,0.12,38,6.8422504043578805
DB-SW,0.13,41,7.988158302307161
DB-SW,0.14,44,9.224381599426295
DB-SW,0.15,47,10.554452705383317
DB-SW,0.16,52,12.601175613403328
DB-SW,0.17,56,14.46214534759521
DB-SW,0.18,62,17.140656623840314
DB-SW,0.19,65,18.892873382568325
DB-SW,0.2,68,20.726008033752393
DB-SW,0.21,72,23.068185920715393
DB-SW,0.22,79,26.83485305786138
DB-SW,0.23,84,29.903637237548864
DB-SW,0.24,85,31.222381019592305
DB-SW,0.25,87,33.05683422088623
DB-SW,0.26,97,39.07943222045896
DB-SW,0.27,102,42.728139915466265
DB-SW,0.28,106,45.96393459320062
DB-SW,0.29,112,50.47305629730215
DB-SW,0.3,117,54.56083831787117
DB-SW,0.31,120,57.575719070434616
DB-SW,0.32,123,60.69153438568119
DB-SW,0.33,131,67.16811607360836
DB-SW,0.34,138,73.19845859527587
DB-SW,0.35000000000000003,145,79.43943595886236
DB-SW,0.36,148,83.02718761444083
DB-SW,0.37,152,87.45179580688477
DB-SW,0.38,158,93.48681549072263
DB-SW,0.39,162,98.15524070739755
DB-SW,0.4,172,107.72872524261462
DB-SW,0.41000000000000003,177,113.51474029541018
DB-SW,0.42,182,119.4492077255251
DB-SW,0.43,191,128.96061790466302
DB-SW,0.44,193,132.6201810073854
DB-SW,0.45,200,140.8106012344359
DB-SW,0.46,204,146.47476562500017
DB-SW,0.47000000000000003,208,152.26040626525864
DB-SW,0.48,210,156.2448413848878
DB-SW,0.49,218,166.1439107131955
DB-SW,0.5,224,174.30130672454834
DB-SW,0.51,239,191.77454627990755
DB-SW,0.52,242,197.2745130920409
DB-SW,0.53,247,204.97183815002467
DB-SW,0.54,255,216.03423614501932
DB-SW,0.55,257,220.7692771911623
DB-SW,0.56,262,228.91412422180144
DB-SW,0.5700000000000001,271,241.7469603729249
DB-SW,0.58,277,251.38421360015823
DB-SW,0.59,282,260.02570045471185
DB-SW,0.6,292,274.79532833099404
DB-SW,0.61,300,287.42459774017317
DB-SW,0.62,305,296.59641132354767
DB-SW,0.63,315,312.1957513809201
DB-SW,0.64,322,324.2729674148561
DB-SW,0.65,330,337.8628263473506
DB-SW,0.66,336,349.0415561294556
DB-SW,0.67,346,365.74352199554505
DB-SW,0.68,356,382.7595282363891
DB-SW,0.6900000000000001,360,391.81856288909955
DB-SW,0.7000000000000001,365,402.39120197296114
DB-SW,0.71,372,415.9447575759891
DB-SW,0.72,375,423.96963405609085
DB-SW,0.73,383,439.35303195953384
DB-SW,0.74,387,449.08633220672544
DB-SW,0.75,397,467.909556388855
DB-SW,0.76,406,485.5113578414923
DB-SW,0.77,414,501.8477251815794
DB-SW,0.78,427,526.197986183167
DB-SW,0.79,429,533.6224147415157
DB-SW,0.8,432,542.6942449569706
DB-SW,0.81,434,550.245290794372
DB-SW,0.8200000000000001,437,559.4915665054323
DB-SW,0.8300000000000001,442,572.1411155319206
DB-SW,0.84,447,584.9240927505492
DB-SW,0.85,457,606.3545648574835
DB-SW,0.86,461,617.7782249069211
DB-SW,0.87,468,634.5403529739384
DB-SW,0.88,471,644.4866690444942
DB-SW,0.89,479,663.3895850753787
DB-SW,0.9,486,680.7300447463982
DB-SW,0.91,490,692.8567060470582
DB-SW,0.92,493,703.259454307557
DB-SW,0.93,502,724.901272163391
DB-SW,0.9400000000000001,511,746.7983482742316
DB-SW,0.9500000000000001,517,763.2641576766964
DB-SW,0.96,523,779.9114809799199
DB-SW,0.97,528,794.8225890731806
DB-SW,0.98,533,809.8759315872195
DB-SW,0.99,541,831.0021961593619
DB-SW,1,547,848.3815813064575
DB-SW,1.01,552,863.9207120132455
DB-SW,1.02,555,875.536509132385
DB-SW,1.03,562,895.4766639328009
DB-SW,1.04,569,915.6213519668574
DB-SW,1.05,575,933.8851671218877
DB-SW,1.06,579,948.0877849960319
DB-SW,1.07,581,958.1411885452272
DB-SW,1.08,584,970.4122788619985
DB-SW,1.09,589,987.1255786514281
DB-SW,1.1,590,995.2057943344124
DB-SW,1.11,592,1005.536619300842
DB-SW,1.12,596,1020.3969197463995
DB-SW,1.1300000000000001,599,1033.112342948913
DB-SW,1.1400000000000001,600,1041.3744268417363
DB-SW,1.1500000000000001,601,1049.6670698165885
DB-SW,1.16,602,1057.9940999221803
DB-SW,1.17,603,1066.3462245559704
DB-SW,1.18,607,1081.7842452621458
DB-SW,1.19,607,1087.8542452621468
DB-SW,1.2,607,1093.9242452621456
DB-SW,1.21,607,1099.9942452621465
DB-SW,1.22,607,1106.0642452621453
DB-SW,1.23,607,1112.1342452621464
DB-SW,1.24,607,1118.2042452621452
DB-SW,1.25,607,1124.274245262146
TB-SW,0,1,0
TB-SW,0.01,1,0.009999999999999787
TB-SW,0.02,3,0.09411865234374872
TB-SW,0.03,6,0.28757541656493757
TB-SW,0.04,12,0.7998785781860249
TB-SW,0.05,23,1.9581970214843913
TB-SW,0.06,33,3.3302998352050945
TB-SW,0.07,37,4.206818428039561
TB-SW,0.08,44,5.665805358886722
TB-SW,0.09,49,6.987327728271477
TB-SW,0.1,58,9.231462287902811
TB-SW,0.11,66,11.521137008666955
TB-SW,0.12,74,14.046112899780216
TB-SW,0.13,83,17.07940582275397
TB-SW,0.14,94,20.939234886169487
TB-SW,0.15,106,25.41547050476078
TB-SW,0.16,111,28.05550170898439
TB-SW,0.17,119,31.843374710082998
TB-SW,0.18,131,37.28550823211666
TB-SW,0.19,150,45.72179031372063
TB-SW,0.2,173,56.30027256011951
TB-SW,0.21,192,65.93753177642839
TB-SW,0.22,206,73.96524936676039
TB-SW,0.23,231,87.41188228607187
TB-SW,0.24,251,99.24791835784917
TB-SW,0.25,272,112.15552520751953
TB-SW,0.26,297,127.74673244476313
TB-SW,0.27,313,139.24571491241443
TB-SW,0.28,330,151.81773796081524
TB-SW,0.29,346,164.30610069274871
TB-SW,0.3,363,177.87560119628932
TB-SW,0.31,385,195.04646167755124
TB-SW,0.32,402,209.68089164733897
TB-SW,0.33,421,226.13720005035367
TB-SW,0.34,438,241.80994216918938
TB-SW,0.35000000000000003,450,254.5484905242923
TB-SW,0.36,466,270.49650074005103
TB-SW,0.37,478,283.9637216186526
TB-SW,0.38,492,299.3063468551633
TB-SW,0.39,504,313.50046878814726
TB-SW,0.4,521,332.0595182418818
TB-SW,0.41000000000000003,540,352.75847187042245
TB-SW,0.42,561,375.7001353454598
TB-SW,0.43,584,400.9595624160765
TB-SW,0.44,595,416.42437915802066
TB-SW,0.45,612,437.5775159835811
TB-SW,0.46,638,467.5108313369756
TB-SW,0.47000000000000003,655,489.7947174072259
TB-SW,0.48,677,517.3464364624026
TB-SW,0.49,700,546.5361843109121
TB-SW,0.5,714,567.4665145874023
TB-SW,0.51,729,589.8276091003429
TB-SW,0.52,741,609.5126469802854
TB-SW,0.53,757,633.7982129669198
TB-SW,0.54,776,661.7928667449944
TB-SW,0.55,793,688.1868728637701
TB-SW,0.56,821,727.3416555023183
TB-SW,0.5700000000000001,838,754.8350860214235
TB-SW,0.58,853,780.5349943542466
TB-SW,0.59,866,804.3223690414427
TB-SW,0.6,887,838.0935546875013
TB-SW,0.61,905,868.8347919464106
TB-SW,0.62,925,902.5881233215341
TB-SW,0.63,946,938.1733355331412
TB-SW,0.64,965,971.852927780152
TB-SW,0.65,993,1017.7750331878648
TB-SW,0.66,1017,1059.2789199066165
TB-SW,0.67,1039,1098.8261669921892
TB-SW,0.68,1076,1159.3649012374874
TB-SW,0.6900000000000001,1101,1204.4723600769057
TB-SW,0.7000000000000001,1130,1255.9518613815299
TB-SW,0.71,1167,1319.6070101928722
TB-SW,0.72,1207,1388.6948881530748
TB-SW,0.73,1241,1450.230996780396
TB-SW,0.74,1272,1508.3731463241556
TB-SW,0.75,1316,1586.8969469070435
TB-SW,0.76,1354,1657.6072445297261
TB-SW,0.77,1387,1721.8145143890374
TB-SW,0.78,1424,1793.2067353439347
TB-SW,0.79,1459,1862.574775085448
TB-SW,0.8,1490,1926.6145925521862
TB-SW,0.81,1511,1975.421739730833
TB-SW,0.8200000000000001,1542,2041.215832176209
TB-SW,0.8300000000000001,1577,2114.537244949338
TB-SW,0.84,1612,2188.9339152145385
TB-SW,0.85,1641,2254.2330394744895
TB-SW,0.86,1666,2313.5039413070667
TB-SW,0.87,1703,2394.3616517639175
TB-SW,0.88,1721,2442.9631314086896
TB-SW,0.89,1750,2511.6370096206674
TB-SW,0.9,1765,2556.0532417297336
TB-SW,0.91,1786,2611.804680595398
TB-SW,0.92,1803,2660.8448808288604
TB-SW,0.93,1816,2702.9934195327755
TB-SW,0.9400000000000001,1821,2730.523367156985
TB-SW,0.9500000000000001,1830,2765.799269676207
TB-SW,0.96,1835,2793.6725059509295
TB-SW,0.97,1841,2823.6279578399635
TB-SW,0.98,1844,2847.9023858261116
TB-SW,0.99,1849,2876.2132985687226
TB-SW,1,1851,2898.6986923217773
TB-SW,1.01,1855,2925.265805053714
TB-SW,1.02,1855,2943.81580505371
TB-SW,1.03,1856,2964.4188906478903
TB-SW,1.04,1857,2985.0502999114974
TB-SW,1.05,1859,3007.805760574342
TB-SW,1.06,1860,3028.507896995542
TB-SW,1.07,1860,3047.107896995545
TB-SW,1.08,1860,3065.7078969955414
TB-SW,1.09,1860,3084.307896995544
TB-SW,1.1,1860,3102.907896995547
TB-SW,1.11,1860,3121.5078969955434
TB-SW,1.12,1860,3140.107896995546
TB-SW,1.1300000000000001,1860,3158.707896995543
TB-SW,1.1400000000000001,1860,3177.3078969955454
TB-SW,1.1500000000000001,1860,3195.9078969955417
TB-SW,1.16,1860,3214.507896995545
TB-SW,1.17,1860,3233.1078969955474
TB-SW,1.18,1860,3251.7078969955437
TB-SW,1.19,1860,3270.307896995547
TB-SW,1.2,1860,3288.907896995543
TB-SW,1.21,1860,3307.507896995546
TB-SW,1.22,1860,3326.1078969955424
TB-SW,1.23,1860,3344.707896995545
TB-SW,1.24,1860,3363.3078969955413
TB-SW,1.25,1860,3381.9078969955444
FN-SW,0,1,0
FN-SW,0.01,5,0.06989078521728409
FN-SW,0.02,14,0.4433691787719667
FN-SW,0.03,31,1.5281426239013474
FN-SW,0.04,46,2.962505187988242
FN-SW,0.05,70,5.711444854736378
FN-SW,0.06,83,7.917409400939983
FN-SW,0.07,107,11.992047538757355
FN-SW,0.08,132,16.941009101867685
FN-SW,0.09,148,21.046916313171366
FN-SW,0.1,163,25.43721275329584
FN-SW,0.11,186,31.986539802551164
FN-SW,0.12,211,39.73821479797353
FN-SW,0.13,232,47.20639244079595
FN-SW,0.14,254,55.58444171905532
FN-SW,0.15,275,64.32564163207991
FN-SW,0.16,299,74.63492759704594
FN-SW,0.17,319,84.32363555908245
FN-SW,0.18,343,96.05736850738515
FN-SW,0.19,372,110.38489120483439
FN-SW,0.2,406,127.50915927886933
FN-SW,0.21,452,150.6612462234501
FN-SW,0.22,501,176.49213573455754
FN-SW,0.23,559,207.88100177764917
FN-SW,0.24,612,238.65440357208155
FN-SW,0.25,681,278.9408540725708
FN-SW,0.26,762,327.4697476577771
FN-SW,0.27,831,372.02172100067105
FN-SW,0.28,912,425.30415569305524
FN-SW,0.29,986,477.0453609848014
FN-SW,0.3,1048,523.7666257858284
FN-SW,0.31,1115,575.4270357131944
FN-SW,0.32,1184,630.3712519454959
FN-SW,0.33,1242,680.1708453750589
FN-SW,0.34,1281,718.932439842224
FN-SW,0.35000000000000003,1337,770.6547433853168
FN-SW,0.36,1358,799.0356329727165
FN-SW,0.37,1394,839.0846751022352
FN-SW,0.38,1417,870.3949145889268
FN-SW,0.39,1438,900.8378575515756
FN-SW,0.4,1447,922.370195198057
FN-SW,0.41000000000000003,1458,945.7910788345339
FN-SW,0.42,1463,964.5425548172022
FN-SW,0.43,1469,984.2968491744991
FN-SW,0.44,1472,1001.6028925704975
FN-SW,0.45,1477,1020.8078207015981
FN-SW,0.46,1478,1036.4912165451062
FN-SW,0.47000000000000003,1479,1052.205921058653
FN-SW,0.48,1481,1068.9049452590948
FN-SW,0.49,1481,1083.714945259092
FN-SW,0.5,1481,1098.5249452590942
FN-SW,0.51,1482,1114.3538373184226
FN-SW,0.52,1482,1129.1738373184198
FN-SW,0.53,1482,1143.993837318422
FN-SW,0.54,1482,1158.8138373184192
FN-SW,0.55,1482,1173.6338373184215
FN-SW,0.56,1482,1188.4538373184184
FN-SW,0.5700000000000001,1482,1203.2738373184209
FN-SW,0.58,1482,1218.0938373184179
FN-SW,0.59,1482,1232.9138373184203
FN-SW,0.6,1482,1247.7338373184225
FN-SW,0.61,1482,1262.5538373184195
FN-SW,0.62,1482,1277.373837318422
FN-SW,0.63,1482,1292.193837318419
FN-SW,0.64,1482,1307.0138373184213
FN-SW,0.65,1482,1321.8338373184183
FN-SW,0.66,1482,1336.6538373184205
FN-SW,0.67,1482,1351.473837318423
FN-SW,0.68,1482,1366.29383731842
FN-SW,0.6900000000000001,1482,1381.1138373184224
FN-SW,0.7000000000000001,1482,1395.9338373184194
FN-SW,0.71,1482,1410.7538373184216
FN-SW,0.72,1482,1425.5738373184188
FN-SW,0.73,1482,1440.393837318421
FN-SW,0.74,1482,1455.2138373184182
FN-SW,0.75,1482,1470.0338373184204
FN-SW,0.76,1482,1484.8538373184226
FN-SW,0.77,1482,1499.6738373184198
FN-SW,0.78,1482,1514.493837318422
FN-SW,0.79,1482,1529.3138373184192
FN-SW,0.8,1482,1544.1338373184215
FN-SW,0.81,1482,1558.9538373184184
FN-SW,0.8200000000000001,1482,1573.7738373184209
FN-SW,0.8300000000000001,1482,1588.5938373184179
FN-SW,0.84,1482,1603.4138373184203
FN-SW,0.85,1482,1618.2338373184225
FN-SW,0.86,1482,1633.0538373184195
FN-SW,0.87,1482,1647.873837318422
FN-SW,0.88,1482,1662.693837318419
FN-SW,0.89,1482,1677.5138373184213
FN-SW,0.9,1482,1692.3338373184183
FN-SW,0.91,1482,1707.1538373184205
FN-SW,0.92,1482,1721.973837318423
FN-SW,0.93,1482,1736.79383731842
FN-SW,0.9400000000000001,1482,1751.6138373184224
FN-SW,0.9500000000000001,1482,1766.4338373184194
FN-SW,0.96,1482,1781.2538373184216
FN-SW,0.97,1482,1796.0738373184188
FN-SW,0.98,1482,1810.893837318421
FN-SW,0.99,1482,1825.7138373184182
FN-SW,1,1482,1840.5338373184204
FN-SW,1.01,1482,1855.3538373184226
FN-SW,1.02,1482,1870.1738373184198
FN-SW,1.03,1482,1884.993837318422
FN-SW,1.04,1482,1899.8138373184192
FN-SW,1.05,1482,1914.6338373184215
FN-SW,1.06,1482,1929.4538373184184
FN-SW,1.07,1482,1944.2738373184209
FN-SW,1.08,1482,1959.0938373184179
FN-SW,1.09,1482,1973.9138373184203
FN-SW,1.1,1482,1988.7338373184225
FN-SW,1.11,1482,2003.5538373184195
FN-SW,1.12,1482,2018.373837318422
FN-SW,1.1300000000000001,1482,2033.193837318419
FN-SW,1.1400000000000001,1482,2048.0138373184213
FN-SW,1.1500000000000001,1482,2062.8338373184183
FN-SW,1.16,1482,2077.6538373184208
FN-SW,1.17,1482,2092.4738373184227
FN-SW,1.18,1482,2107.29383731842
FN-SW,1.19,1482,2122.113837318422
FN-SW,1.2,1482,2136.933837318419
FN-SW,1.21,1482,2151.7538373184216
FN-SW,1.22,1482,2166.5738373184186
FN-SW,1.23,1482,2181.393837318421
FN-SW,1.24,1482,2196.213837318418
FN-SW,1.25,1482,2211.0338373184204
ND-SW,0,1,0
ND-SW,0.01,1,0.009999999999999787
ND-SW,0.02,4,0.12841232299804517
ND-SW,0.03,7,0.3369302368164018
ND-SW,0.04,24,1.720128021240214
ND-SW,0.05,65,5.865104675293015
ND-SW,0.06,115,12.29240741729742
ND-SW,0.07,164,20.058668594360398
ND-SW,0.08,214,29.475778694152847
ND-SW,0.09,260,39.68583621978756
ND-SW,0.1,303,50.68513469696034
ND-SW,0.11,353,64.42307289123515
ND-SW,0.12,395,77.83325614929169
ND-SW,0.13,450,95.81221294403112
ND-SW,0.14,492,111.83508003234891
ND-SW,0.15,516,123.80954303741473
ND-SW,0.16,539,136.21327136993415
ND-SW,0.17,555,146.96167144775387
ND-SW,0.18,570,157.815980529785
ND-SW,0.19,581,167.66349090576142
ND-SW,0.2,593,178.21006069183306
ND-SW,0.21,604,188.7076404953008
ND-SW,0.22,618,200.82900806427043
ND-SW,0.23,638,216.10705398559597
ND-SW,0.24,651,228.64917491912857
ND-SW,0.25,663,241.11456203460693
ND-SW,0.26,669,250.8338007354735
ND-SW,0.27,682,264.5000740432736
ND-SW,0.28,693,277.41856197357134
ND-SW,0.29,707,292.410544662475
ND-SW,0.3,716,304.83962326049857
ND-SW,0.31,729,319.9748670959476
ND-SW,0.32,735,331.0705101013186
ND-SW,0.33,751,348.9005900192261
ND-SW,0.34,763,364.5161580276488
ND-SW,0.35000000000000003,772,378.4022514343259
ND-SW,0.36,783,393.9937218475337
ND-SW,0.37,790,406.9711139678949
ND-SW,0.38,801,423.18412578582826
ND-SW,0.39,808,436.62057601928757
ND-SW,0.4,814,449.4633861541751
ND-SW,0.41000000000000003,824,465.7437065505983
ND-SW,0.42,839,486.5205820846557
ND-SW,0.43,852,506.02407871246317
ND-SW,0.44,860,521.5443128585811
ND-SW,0.45,873,541.7902341842645
ND-SW,0.46,881,557.839030036927
ND-SW,0.47000000000000003,887,572.2640510940557
ND-SW,0.48,899,592.5775799942021
ND-SW,0.49,903,605.4692752075197
ND-SW,0.5,909,620.4672374725342
ND-SW,0.51,917,637.6694935989378
ND-SW,0.52,927,657.1902704620358
ND-SW,0.53,939,679.1118315887445
ND-SW,0.54,942,691.7299887466422
ND-SW,0.55,951,711.0029523849494
ND-SW,0.56,962,732.7720839691167
ND-SW,0.5700000000000001,971,752.6108243179324
ND-SW,0.58,981,773.8899063873291
ND-SW,0.59,988,791.9225243759154
ND-SW,0.6,996,811.3731895446774
ND-SW,0.61,1003,829.8456831741328
ND-SW,0.62,1012,851.0020479583733
ND-SW,0.63,1023,874.9404985809334
ND-SW,0.64,1030,894.089212608338
ND-SW,0.65,1037,913.4629285812382
ND-SW,0.66,1051,942.2190267181398
ND-SW,0.67,1058,962.0755752182006
ND-SW,0.68,1067,984.8502641296384
ND-SW,0.6900000000000001,1079,1012.0282619094843
ND-SW,0.7000000000000001,1090,1038.1463994979852
ND-SW,0.71,1098,1060.3739748764046
ND-SW,0.72,1103,1078.535190734864
ND-SW,0.73,1109,1098.2963851165775
ND-SW,0.74,1123,1130.0305075836184
ND-SW,0.75,1136,1160.6904764175415
ND-SW,0.76,1142,1181.1291255187987
ND-SW,0.77,1152,1207.9082088851924
ND-SW,0.78,1162,1234.9801324462883
ND-SW,0.79,1168,1256.0486523818959
ND-SW,0.8,1182,1290.058110809327
ND-SW,0.81,1191,1316.4058980560308
ND-SW,0.8200000000000001,1201,1344.6674225997929
ND-SW,0.8300000000000001,1208,1368.2660585784913
ND-SW,0.84,1217,1395.4172766494748
ND-SW,0.85,1231,1431.324052429199
ND-SW,0.86,1246,1469.3546605682366
ND-SW,0.87,1258,1502.6364812469474
ND-SW,0.88,1272,1539.7763560867318
ND-SW,0.89,1279,1564.9305396652228
ND-SW,0.9,1286,1590.2869285583497
ND-SW,0.91,1298,1624.9394070434573
ND-SW,0.92,1312,1663.605914154053
ND-SW,0.93,1319,1689.7286194992062
ND-SW,0.9400000000000001,1322,1708.5449778366087
ND-SW,0.9500000000000001,1326,1729.3460762023917
ND-SW,0.96,1333,1756.0190769958508
ND-SW,0.97,1336,1775.1517543029788
ND-SW,0.98,1337,1790.4678123092658
ND-SW,0.99,1339,1807.7907689666745
ND-SW,1,1339,1821.1807689666748
ND-SW,1.01,1339,1834.5707689666751
ND-SW,1.02,1341,1852.032841033935
ND-SW,1.03,1344,1871.6069319915769
ND-SW,1.04,1345,1887.1197231292713
ND-SW,1.05,1345,1900.5697231292734
ND-SW,1.06,1345,1914.0197231292725
ND-SW,1.07,1345,1927.4697231292728
ND-SW,1.08,1345,1940.919723129272
ND-SW,1.09,1347,1958.7156109619139
ND-SW,1.1,1347,1972.1856109619143
ND-SW,1.11,1347,1985.6556109619132
ND-SW,1.12,1347,1999.1256109619153
ND-SW,1.1300000000000001,1347,2012.5956109619144
ND-SW,1.1400000000000001,1347,2026.065610961915
ND-SW,1.1500000000000001,1347,2039.5356109619138
ND-SW,1.16,1347,2053.005610961914
ND-SW,1.17,1347,2066.4756109619148
ND-SW,1.18,1347,2079.9456109619136
ND-SW,1.19,1347,2093.4156109619144
ND-SW,1.2,1347,2106.8856109619132
ND-SW,1.21,1347,2120.3556109619153
ND-SW,1.22,1347,2133.825610961914
ND-SW,1.23,1347,2147.2956109619145
ND-SW,1.24,1347,2160.7656109619134
ND-SW,1.25,1347,2174.235610961914
TS-SW,0,1,0
TS-SW,0.01,1,0.009999999999999787
TS-SW,0.02,5,0.15786323547363068
TS-SW,0.03,12,0.5908883666992111
TS-SW,0.04,22,1.4614352035522273
TS-SW,0.05,34,2.8239213943481687
TS-SW,0.06,42,4.076770324707052
TS-SW,0.07,48,5.314765319824232
TS-SW,0.08,58,7.337539329528813
TS-SW,0.09,76,11.06667884826659
TS-SW,0.1,87,13.968208503723114
TS-SW,0.11,101,17.838539466857853
TS-SW,0.12,116,22.38076488494864
TS-SW,0.13,125,25.811749458313088
TS-SW,0.14,132,28.972935180664138
TS-SW,0.15,145,34.140005111694386
TS-SW,0.16,154,38.415379180908225
TS-SW,0.17,166,43.96882316589354
TS-SW,0.18,176,49.178751640319774
TS-SW,0.19,188,55.43067714691153
TS-SW,0.2,205,64.0320196151732
TS-SW,0.21,219,71.9197761917116
TS-SW,0.22,233,80.18974376678482
TS-SW,0.23,249,89.80658771514904
TS-SW,0.24,265,99.88098869323736
TS-SW,0.25,276,107.9820966720581
TS-SW,0.26,283,114.3436232376098
TS-SW,0.27,290,120.91192989349352
TS-SW,0.28,304,131.57438957214336
TS-SW,0.29,318,142.66076824188207
TS-SW,0.3,322,148.2178665161135
TS-SW,0.31,337,160.64880916595476
TS-SW,0.32,345,169.0930351257325
TS-SW,0.33,352,177.13407531738284
TS-SW,0.34,369,192.1154803848266
TS-SW,0.35000000000000003,376,200.6664329528807
TS-SW,0.36,386,211.586902580261
TS-SW,0.37,401,226.47415935516327
TS-SW,0.38,406,234.24830368042024
TS-SW,0.39,419,248.39245811462428
TS-SW,0.4,430,261.3203544616701
TS-SW,0.41000000000000003,440,273.7683166503907
TS-SW,0.42,449,285.67557914733885
TS-SW,0.43,468,306.42600940704335
TS-SW,0.44,474,316.3591781234739
TS-SW,0.45,483,329.1494117736813
TS-SW,0.46,493,343.13395240783734
TS-SW,0.47000000000000003,507,361.1463747406009
TS-SW,0.48,518,376.7298599624636
TS-SW,0.49,528,391.65910026550307
TS-SW,0.5,536,404.8929862976074
TS-SW,0.51,551,425.4797847366332
TS-SW,0.52,564,444.43166854858373
TS-SW,0.53,572,458.5258132553097
TS-SW,0.54,585,478.2156251907344
TS-SW,0.55,605,505.9745540618901
TS-SW,0.56,615,523.178228759766
TS-SW,0.5700000000000001,627,542.9660240554812
TS-SW,0.58,635,558.4803550720216
TS-SW,0.59,643,574.2203131866454
TS-SW,0.6,650,589.0129804611204
TS-SW,0.61,658,605.2243107604977
TS-SW,0.62,667,622.9299011611934
TS-SW,0.63,675,639.6347951889044
TS-SW,0.64,678,650.2061108779911
